图片ID,图片答案,音频ID,音频内容,使用拼音,包含志愿者声音,包含明显噪声,发音标准程度,认知正确性,讯飞中文语音测试结果,讯飞拼音
VE04000092,篮子,1364T0401VE04000092VE00734,这是篮子,否,否,是,5,是,是卵子,"['shi', 'luan', 'zi']"
VE04000092,篮子,1618275425566T0401VE04000092VE007341618275628680,至,否,否,否,1,否,是,['shi']
VE04000092,篮子,1618285038989T0401VE04000092VE007341618285216222,/,否,否,是,0,否,,['']
VE04000092,篮子,1618295133908T0401VE04000092VE007341618295391207,微篮子,否,否,是,4,是,,['']
VE04000092,篮子,1618297906963T0402VE04000092VE007341618298164845,字,否,否,是,1,否,是,['shi']
VE04000092,篮子,1618299730739T0402VE04000092VE007341618300032438,桶,否,否,是,1,否,哈哈,"['ha', 'ha']"
VE04000092,篮子,1618450690039T0402VE04000092VE007341618450867666,/,否,否,否,0,否,,['']
VE04000092,篮子,1618452167142T0401VE04000092VE007341618452342967,/,否,否,否,0,否,,['']
VE04000092,篮子,1618468822007T0402VE04000092VE007341618469002760,围子,否,否,是,1,否,,['']
VE04000092,篮子,1618469200711T0401VE04000092VE007341618469332414,篮子,否,否,否,5,是,篮子,"['lan', 'zi']"
VE04000092,篮子,1618470554451T0402VE04000092VE007341618470745096,字,否,否,是,1,否,名字,"['ming', 'zi']"
VE04000092,篮子,1618471019753T0402VE04000092VE007341618471286781,篮子,否,否,是,4,是,来自,"['lai', 'zi']"
VE04000093,硬币、钱,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000093,硬币、钱,1618198908833T0405VE04000093VE002101618199044971,钱,否,否,否,3,是,且,['qie']
VE04000093,硬币、钱,1618274322938T0405VE04000093VE002101618274672311,这是钱,否,否,是,5,是,这是钱,"['zhe', 'shi', 'qian']"
VE04000093,硬币、钱,1618276804004T0404VE04000093VE002101618277046181,这钱,否,否,是,4,是,之前,"['zhi', 'qian']"
VE04000093,硬币、钱,1618280457904T0405VE04000093VE002101618280668295,哦,否,否,否,1,否,嗯,['en']
VE04000093,硬币、钱,1618285767289T0404VE04000093VE002101618285984523,哦,否,否,否,1,否,好,['hao']
VE04000093,硬币、钱,1618294413048T0405VE04000093VE002101618294642350,邹,否,否,否,1,否,做,['zuo']
VE04000093,硬币、钱,1618295835309T0404VE04000093VE002101618296032589,/,否,否,否,0,否,,['']
VE04000093,硬币、钱,1618468821499T0404VE04000093VE002101618469056015,/,否,否,否,0,否,,['']
VE04000093,硬币、钱,1618469889703T0404VE04000093VE002101618470072893,钱,否,否,否,5,是,钱,['qian']
VE04000093,硬币、钱,1618471231080T0405VE04000093VE002101618471335538,硬币,否,否,是,5,是,隐蔽,"['yin', 'bi']"
VE04000094,前面,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000094,前面,1364T0401VE04000094VE01151,这个球在正方体的额旁边,否,否,是,5,否,这个球在正方体的旁边,"['zhe', 'ge', 'qiu', 'zai', 'zheng', 'fang', 'ti', 'de', 'pang', 'bian']"
VE04000094,前面,1618275425566T0401VE04000094VE011511618275717237,里面,否,否,否,3,否,一面,"['yi', 'mian']"
VE04000094,前面,1618276804004T0404VE04000094VE011511618277033700,这,否,否,是,5,否,这,['zhe']
VE04000094,前面,1618285038989T0401VE04000094VE011511618285305780,/,否,否,是,0,否,,['']
VE04000094,前面,1618285767289T0404VE04000094VE011511618285972650,在正方体的里面,否,否,否,5,否,在正方体的里边,"['zai', 'zheng', 'fang', 'ti', 'de', 'li', 'bian']"
VE04000094,前面,1618295133908T0401VE04000094VE011511618295470392,外面,否,否,否,4,否,你你外边,"['ni', 'ni', 'wai', 'bian']"
VE04000094,前面,1618295835309T0404VE04000094VE011511618296022853,旁边,否,否,否,5,否,旁边,"['pang', 'bian']"
VE04000094,前面,1618447292667T0401VE04000094VE011511618447618956,/,否,否,否,0,否,,['']
VE04000094,前面,1618452167142T0401VE04000094VE011511618452443656,/,否,否,否,0,否,,['']
VE04000094,前面,1618468821499T0404VE04000094VE011511618469040139,/,否,否,否,0,否,,['']
VE04000094,前面,1618469200711T0401VE04000094VE011511618469409820,左边,否,否,否,5,否,左边,"['zuo', 'bian']"
VE04000094,前面,1618469889703T0404VE04000094VE011511618470058075,正方体的里,否,否,是,2,否,正风险的,"['zheng', 'feng', 'xian', 'de']"
VE04000095,细,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000095,细,1346T0502VE04000095VE00201,很细,否,否,是,5,是,很细,"['hen', 'xi']"
VE04000095,细,1364T0401VE04000095VE00201,这个木桩很细,否,否,是,5,是,这个目标很细,"['zhe', 'ge', 'mu', 'biao', 'hen', 'xi']"
VE04000095,细,1618275375251T0505VE04000095VE002011618275508452,木桩心,否,否,是,3,否,木桩书,"['mu', 'zhuang', 'shu']"
VE04000095,细,1618275425566T0401VE04000095VE002011618275665832,很细,否,否,否,5,是,很细,"['hen', 'xi']"
VE04000095,细,1618285038989T0401VE04000095VE002011618285253231,嗯,否,否,否,4,否,嗯,['en']
VE04000095,细,1618294378869T0502VE04000095VE002011618294560341,很细,否,否,否,5,是,很细,"['hen', 'xi']"
VE04000095,细,1618295133908T0401VE04000095VE002011618295424673,很细,否,否,否,5,是,很细,"['hen', 'xi']"
VE04000095,细,1618296468087T0505VE04000095VE002011618296637248,很细,否,否,是,5,是,很细,"['hen', 'xi']"
VE04000095,细,1618297471484T0502VE04000095VE002011618297677186,细,否,否,是,5,是,戏,['xi']
VE04000095,细,1618447292667T0401VE04000095VE002011618447559818,很细,否,否,否,5,是,,['']
VE04000095,细,1618450419482T0502VE04000095VE002011618450586364,这个木桩很粗这个木桩很细,否,是,是,4,是,好，这个出错是很粗，这个木头很稀,"['hao', 'zhe', 'ge', 'chu', 'cuo', 'shi', 'hen', 'cu', 'zhe', 'ge', 'mu', 'tou', 'hen', 'xi']"
VE04000095,细,1618452167142T0401VE04000095VE002011618452381566,/,否,否,否,0,否,,['']
VE04000095,细,1618453886603T0505VE04000095VE002011618454006824,这个木桩很细,否,否,是,5,是,这个木桩很细,"['zhe', 'ge', 'mu', 'zhuang', 'hen', 'xi']"
VE04000095,细,1618469200711T0401VE04000095VE002011618469365193,很很,否,是,是,4,否,其他里面有什么呢有多少？,"['qi', 'ta', 'li', 'mian', 'you', 'shen', 'me', 'ni', 'you', 'duo', 'shao']"
VE04000096,写,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000096,写,1364T0401VE04000096VE00169,他在写字,否,否,是,5,是,他在写字,"['ta', 'zai', 'xie', 'zi']"
VE04000096,写,1618275425566T0401VE04000096VE001691618275690362,在写字,否,否,是,5,是,再写字,"['zai', 'xie', 'zi']"
VE04000096,写,1618276804004T0404VE04000096VE001691618277005103,写字,否,否,是,5,是,血脂,"['xie', 'zhi']"
VE04000096,写,1618279812882T0403VE04000096VE001691618280038171,写字,否,否,是,5,是,写字,"['xie', 'zi']"
VE04000096,写,1618285038989T0401VE04000096VE001691618285277028,嗯,否,否,是,4,否,,['']
VE04000096,写,1618285767289T0404VE04000096VE001691618285948396,做作业,否,否,否,4,否,做作业,"['zuo', 'zuo', 'ye']"
VE04000096,写,1618295133908T0401VE04000096VE001691618295446717,他在写作业,否,否,否,5,是,我在，写作业,"['wo', 'zai', 'xie', 'zuo', 'ye']"
VE04000096,写,1618295835309T0404VE04000096VE001691618295997752,他在写作业,否,否,否,5,是,他在写作业,"['ta', 'zai', 'xie', 'zuo', 'ye']"
VE04000096,写,1618299133972T0403VE04000096VE001691618299343488,嘎这个,否,否,是,1,否,在这个,"['zai', 'zhe', 'ge']"
VE04000096,写,1618299226861T0403VE04000096VE001691618299429565,作业,否,否,是,5,否,所以,"['suo', 'yi']"
VE04000096,写,1618447292667T0401VE04000096VE001691618447592657,/,否,否,否,0,否,,['']
VE04000096,写,1618449796526T0403VE04000096VE001691618450025363,/,否,否,否,0,否,,['']
VE04000096,写,1618452167142T0401VE04000096VE001691618452415809,/,否,否,否,0,否,,['']
VE04000096,写,1618468821499T0404VE04000096VE001691618469007673,/,否,否,否,0,否,,['']
VE04000096,写,1618469200711T0401VE04000096VE001691618469387059,作业,否,是,是,5,否,,['']
VE04000096,写,1618469463349T0403VE04000096VE001691618469635678,写字,否,否,否,5,是,写字,"['xie', 'zi']"
VE04000096,写,1618469524076T0403VE04000096VE001691618469697923,/,否,否,否,0,否,,['']
VE04000096,写,1618469889703T0404VE04000096VE001691618470027369,画画,否,否,否,5,否,换换,"['huan', 'huan']"
VE04000096,写,1618470847973T0403VE04000096VE001691618471024587,他在写字,否,否,是,5,是,他在写字,"['ta', 'zai', 'xie', 'zi']"
VE04000097,口袋、袋子,------------------------------------------------,--------------------,--------,--------------,------------,------------,----------,---------------------,
VE04000097,口袋、袋子,1364T0401VE04000097VE00215,这是枕头,否,否,是,4,否,这是枕头,"['zhe', 'shi', 'zhen', 'tou']"
VE04000097,口袋、袋子,1618275425566T0401VE04000097VE002151618275684883,袋子吗袋子,否,否,否,3,是,带着吗？带着,"['dai', 'zhao', 'ma', 'dai', 'zhao']"
VE04000097,口袋、袋子,1618277511749T0403VE04000097VE002151618278040439,额有点搞不清,否,否,是,2,否,嗯也挺高级,"['en', 'ye', 'ting', 'gao', 'ji']"
VE04000097,口袋、袋子,1618279812882T0403VE04000097VE002151618280030848,这是木块,否,否,否,3,否,真是那么快,"['zhen', 'shi', 'na', 'me', 'kuai']"
VE04000097,口袋、袋子,1618285038989T0401VE04000097VE002151618285272035,/,否,否,否,0,否,,['']
VE04000097,口袋、袋子,1618285767289T0404VE04000097VE002151618285943458,这是木头,否,否,否,5,否,这是木头,"['zhe', 'shi', 'mu', 'tou']"
VE04000097,口袋、袋子,1618295133908T0401VE04000097VE002151618295439654,代词,否,否,是,3,是,,['']
VE04000097,口袋、袋子,1618295835309T0404VE04000097VE002151618295993715,背包,否,否,否,5,否,背包,"['bei', 'bao']"
VE04000097,口袋、袋子,1618299133972T0403VE04000097VE002151618299336046,是这是刺祥,否,否,是,1,否,就是这么对不对？就是讲嗯,"['jiu', 'shi', 'zhe', 'me', 'dui', 'bu', 'dui', 'jiu', 'shi', 'jiang', 'en']"
VE04000097,口袋、袋子,1618299226861T0403VE04000097VE002151618299426255,皮带,否,否,是,3,否,,['']
VE04000097,口袋、袋子,1618447292667T0401VE04000097VE002151618447584966,系着的袋子,否,否,否,4,是,记者的袋子,"['ji', 'zhe', 'de', 'dai', 'zi']"
VE04000097,口袋、袋子,1618449796526T0403VE04000097VE002151618450014639,/,否,否,否,0,否,,['']
VE04000097,口袋、袋子,1618452167142T0401VE04000097VE002151618452403212,/,否,否,否,0,否,,['']
VE04000097,口袋、袋子,1618468821499T0404VE04000097VE002151618469001547,/,否,否,否,0,否,,['']
VE04000097,口袋、袋子,1618469200711T0401VE04000097VE002151618469382884,一步,否,是,是,1,否,各爱无知啊,"['ge', 'ai', 'wu', 'zhi', 'a']"
VE04000097,口袋、袋子,1618469463349T0403VE04000097VE002151618469629198,包装袋,否,是,是,5,是,为杰小朋友吧包装袋,"['wei', 'jie', 'xiao', 'peng', 'you', 'ba', 'bao', 'zhuang', 'dai']"
VE04000097,口袋、袋子,1618469524076T0403VE04000097VE002151618469694839,/,否,否,否,0,否,,['']
VE04000097,口袋、袋子,1618469889703T0404VE04000097VE002151618470021690,袋子,否,否,是,5,是,袋子,"['dai', 'zi']"
VE04000097,口袋、袋子,1618470847973T0403VE04000097VE002151618471020360,字,否,是,是,1,否,就是这种,"['jiu', 'shi', 'zhe', 'zhong']"
